Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Green,False,-0.05927643,-0.08755064,0.9943949,-0.001571672,-0.01676959,0.9998581,2.758331,2.758331,1,1,4.662988,0
0,Green,False,-0.05932462,-0.08796133,0.9943558,-0.0007934662,-0.01583881,0.9998742,2.772003,2.772003,1,1,4.714486,0.05149841
0,Green,False,-0.05927969,-0.08790592,0.9943634,-0.002258333,-0.01553367,0.9998768,2.759033,2.759033,1,1,4.728258,0.01377153
0,Green,False,-0.05923053,-0.08768206,0.9943861,-0.003204374,-0.01570143,0.9998716,2.772995,2.772995,1,1,4.747457,0.01919937
0,Green,False,-0.05901622,-0.08729579,0.9944327,-0.004165694,-0.01536576,0.9998733,2.759064,2.759064,1,1,4.764153,0.01669598
0,Green,False,-0.05881339,-0.08684772,0.994484,-0.004348783,-0.01557933,0.9998692,2.759338,2.759338,1,1,4.784492,0.02033901
0,Green,False,-0.05862428,-0.08681627,0.994498,-0.00418096,-0.01524372,0.9998751,2.791,2.791,1,1,4.808776,0.02428389
0,Green,False,-0.05877346,-0.08685276,0.9944859,-0.004318238,-0.016922,0.9998475,2.813187,2.813187,1,1,4.828647,0.01987076
0,Green,False,-0.05860917,-0.0867447,0.994505,-0.005508502,-0.01663232,0.9998465,2.817291,2.817291,1,1,4.850657,0.02201033
0,Green,False,-0.05872937,-0.08627636,0.9945387,-0.005996724,-0.01712042,0.9998354,2.822647,2.822647,1,1,4.872587,0.02192974
0,Green,False,-0.05870572,-0.08595484,0.9945679,-0.006103557,-0.01860059,0.9998084,2.833328,2.833328,1,1,4.895485,0.0228982
0,Green,False,-0.05852484,-0.0859327,0.9945805,-0.005874686,-0.01855485,0.9998106,2.832977,2.832977,1,1,4.917475,0.02198982
0,Green,False,-0.05849625,-0.08595803,0.99458,-0.00653079,-0.0216218,0.9997449,2.835281,2.835281,1,1,4.94005,0.02257538
0,Green,False,-0.05863216,-0.0855265,0.9946092,-0.006027241,-0.02037055,0.9997743,2.839737,2.839737,1,1,4.961996,0.02194548
0,Green,False,-0.05891732,-0.08516928,0.9946231,-0.005737365,-0.02084372,0.9997663,2.844543,2.844543,1,1,4.983884,0.02188826
0,Green,False,-0.0591216,-0.08494053,0.9946305,-0.006454556,-0.02259858,0.9997238,2.858719,2.858719,1,1,5.0053,0.02141571
0,Green,False,-0.05933734,-0.0848753,0.9946232,0.01782229,-0.01702883,0.9996961,2.821533,2.821533,0.9611345,0.9172214,5.028212,0.0229125
0,Green,False,-0.05947955,-0.08521714,0.9945855,0,0,1,-1,-1,0.5214978,0.6129391,5.051336,0.02312422
0,Green,False,-0.05964713,-0.08539676,0.99456,0,0,1,-1,-1,0.1411932,0.0685696,5.072589,0.02125311
0,Green,False,-0.05963067,-0.08538032,0.9945624,0,0,1,-1,-1,0.08976384,0.0949932,5.094986,0.02239704
0,Green,False,-0.05948371,-0.08514411,0.9945914,0,0,1,-1,-1,0.1327139,0.2204376,5.117644,0.02265787
0,Green,False,-0.05935299,-0.08468227,0.9946387,0,0,1,3.038788,3.038788,0.2225317,0.3814605,5.139429,0.02178478
0,Green,False,-0.05956209,-0.08428142,0.9946603,0,0,1,2.352081,2.352081,0.5410163,0.6908706,5.162344,0.02291489
0,Green,False,-0.0595336,-0.08381125,0.9947017,-0.001678491,-0.02206453,0.9997551,2.72821,2.72821,0.6293179,0.7835891,5.184379,0.02203465
0,Green,False,-0.05953455,-0.08325015,0.9947488,-0.009552065,-0.04832491,0.998786,2.726196,2.726196,0.6993676,0.8287086,5.205822,0.02144337
0,Green,False,-0.05932786,-0.0828292,0.9947962,-0.01147463,-0.04895028,0.9987353,2.761917,2.761917,0.8227177,0.8955005,5.228886,0.02306366
0,Green,False,-0.05883068,-0.0822203,0.9948762,-0.009933607,-0.04379332,0.9989913,2.722702,2.722702,0.8728749,0.9197366,5.250674,0.0217886
0,Green,False,-0.05842569,-0.08196639,0.9949211,-0.003570602,-0.03393598,0.9994177,2.726257,2.726257,0.9028856,0.9442463,5.272602,0.02192736
